venue,date,temp_max_c,temp_mean_c,humidity_pct
"University of Ghana Sports Stadium, Accra (GHA)",2026-05-16,32.5,28.1,76
"University of Ghana Sports Stadium, Accra (GHA)",2026-05-17,32.1,28.4,77
"University of North Florda Jax Track at Hodges Stadium, Jacksonville, FL (USA)",2021-04-29,30.6,23.5,75
"University of North Florda Jax Track at Hodges Stadium, Jacksonville, FL (USA)",2021-04-30,29.2,24.5,72
"University of North Florda Jax Track at Hodges Stadium, Jacksonville, FL (USA)",2021-05-26,32.3,25.5,70
"University of North Florda Jax Track at Hodges Stadium, Jacksonville, FL (USA)",2021-05-27,31.8,26.3,67
"University of North Florda Jax Track at Hodges Stadium, Jacksonville, FL (USA)",2021-05-28,31.7,27.1,61
"University of North Florda Jax Track at Hodges Stadium, Jacksonville, FL (USA)",2021-05-29,31.8,26.7,65
"University of North Florda Jax Track at Hodges Stadium, Jacksonville, FL (USA)",2021-05-31,26.8,23.4,69
"University of North Florda Jax Track at Hodges Stadium, Jacksonville, FL (USA)",2022-04-29,25.0,20.7,64
"University of North Florda Jax Track at Hodges Stadium, Jacksonville, FL (USA)",2022-04-30,26.4,22.0,67
"University of North Florda Jax Track at Hodges Stadium, Jacksonville, FL (USA)",2022-05-14,27.8,22.2,85
"University of North Florda Jax Track at Hodges Stadium, Jacksonville, FL (USA)",2023-05-24,23.1,21.9,87
"University of North Florda Jax Track at Hodges Stadium, Jacksonville, FL (USA)",2023-05-25,26.1,22.5,70
"University of North Florda Jax Track at Hodges Stadium, Jacksonville, FL (USA)",2023-05-27,22.9,19.1,70
"University of North Florda Jax Track at Hodges Stadium, Jacksonville, FL (USA)",2024-04-26,27.2,22.6,66
"University of North Florda Jax Track at Hodges Stadium, Jacksonville, FL (USA)",2024-04-27,26.6,22.8,68
"University of North Florda Jax Track at Hodges Stadium, Jacksonville, FL (USA)",2025-05-03,30.0,25.0,65
"University of North Florda Jax Track at Hodges Stadium, Jacksonville, FL (USA)",2025-05-29,36.1,28.9,67
"University of North Florda Jax Track at Hodges Stadium, Jacksonville, FL (USA)",2025-05-30,31.3,26.2,78
"University of North Florda Jax Track at Hodges Stadium, Jacksonville, FL (USA)",2025-05-31,29.8,25.4,66
"University of North Florda Jax Track at Hodges Stadium, Jacksonville, FL (USA)",2026-05-01,31.9,24.5,66
"University of North Florda Jax Track at Hodges Stadium, Jacksonville, FL (USA)",2026-05-02,23.5,20.4,83
"University of North Florda Jax Track at Hodges Stadium, Jacksonville, FL (USA)",2026-05-15,25.4,21.6,66
"University of South Florida Track & Field Stadium, Tampa, FL (USA)",2021-05-14,30.0,23.6,65
"University of South Florida Track & Field Stadium, Tampa, FL (USA)",2021-05-16,30.4,24.5,48
"University of South Florida Track & Field Stadium, Tampa, FL (USA)",2023-05-13,32.7,25.2,76
"University of South Florida Track & Field Stadium, Tampa, FL (USA)",2023-05-14,30.9,25.4,73
"University of South Florida Track & Field Stadium, Tampa, FL (USA)",2024-03-16,26.0,22.3,86
"University of South Florida Track & Field Stadium, Tampa, FL (USA)",2025-04-11,27.1,21.9,60
"University of South Florida Track & Field Stadium, Tampa, FL (USA)",2025-04-12,22.5,20.2,54
"University of South Florida Track & Field Stadium, Tampa, FL (USA)",2026-03-20,25.0,17.2,54
"University of South Florida Track & Field Stadium, Tampa, FL (USA)",2026-04-11,28.3,22.3,60
"Uppsala Friidrottsarena, Uppsala (SWE)",2020-08-15,28.5,22.4,61
"Uppsala Friidrottsarena, Uppsala (SWE)",2020-08-16,25.9,21.3,65
"Uppsala Friidrottsarena, Uppsala (SWE)",2021-04-05,6.0,1.9,66
"Uppsala Friidrottsarena, Uppsala (SWE)",2021-08-24,17.4,13.4,74
"Uppsala Friidrottsarena, Uppsala (SWE)",2022-06-21,21.9,16.9,62
"Uppsala Friidrottsarena, Uppsala (SWE)",2024-04-13,14.1,9.0,86
"Uppsala Friidrottsarena, Uppsala (SWE)",2025-07-26,26.2,22.0,75
"Uppsala Friidrottsarena, Uppsala (SWE)",2026-07-01,21.8,18.6,74
"Uppsala Friidrottsarena, Uppsala (SWE)",2026-07-24,23.2,17.8,67
"Uppsala Friidrottsarena, Uppsala (SWE)",2026-07-25,19.0,16.8,75
"Uppsala Friidrottsarena, Uppsala (SWE)",2026-07-26,19.4,16.5,71
"Utilita Arena Birmingham, Birmingham (GBR) (i)",2022-02-19,8.3,3.3,81
"Utilita Arena Birmingham, Birmingham (GBR) (i)",2022-02-26,9.2,4.8,78
"Utilita Arena Birmingham, Birmingham (GBR) (i)",2022-02-27,9.1,4.7,73
"Utilita Arena Birmingham, Birmingham (GBR) (i)",2023-02-19,11.4,8.2,79
"Utilita Arena Birmingham, Birmingham (GBR) (i)",2023-02-25,5.5,2.8,80
"Vanderbilt Track, Nashville, TN (USA)",2022-04-30,26.8,21.2,69
"Vanderbilt Track, Nashville, TN (USA)",2022-06-04,29.5,22.2,48
"Vanderbilt Track, Nashville, TN (USA)",2022-06-05,30.4,23.0,54
"Vanderbilt Track, Nashville, TN (USA)",2023-04-29,22.3,15.2,79
"Vanderbilt Track, Nashville, TN (USA)",2023-06-02,32.3,24.8,71
"Vanderbilt Track, Nashville, TN (USA)",2023-06-03,33.2,25.1,53
"Vanderbilt Track, Nashville, TN (USA)",2024-04-26,27.4,18.1,68
"Vanderbilt Track, Nashville, TN (USA)",2024-04-27,27.6,22.3,64
"Vanderbilt Track, Nashville, TN (USA)",2026-05-02,18.2,12.8,58
"Veterans Memorial Stadium, Clovis, CA (USA)",2021-04-30,34.5,22.9,41
"Veterans Memorial Stadium, Clovis, CA (USA)",2022-05-13,30.4,19.1,34
"Veterans Memorial Stadium, Clovis, CA (USA)",2022-05-14,33.0,23.1,42
"Veterans Memorial Stadium, Clovis, CA (USA)",2023-04-29,33.1,24.4,46
"Veterans Memorial Stadium, Clovis, CA (USA)",2023-05-12,29.0,19.6,55
"Veterans Memorial Stadium, Clovis, CA (USA)",2023-05-13,33.0,23.0,56
"Veterans Memorial Stadium, Clovis, CA (USA)",2024-03-23,23.9,14.9,63
"Veterans Memorial Stadium, Clovis, CA (USA)",2024-04-27,22.8,15.0,64
"Veterans Memorial Stadium, Clovis, CA (USA)",2024-05-11,31.7,21.8,50
"Veterans Memorial Stadium, Clovis, CA (USA)",2025-05-15,29.7,21.6,35
"Veterans Memorial Stadium, Clovis, CA (USA)",2025-05-16,31.3,23.8,33
"Veterans Memorial Stadium, Clovis, CA (USA)",2025-05-17,31.0,22.3,39
"Veterans Memorial Stadium, Clovis, CA (USA)",2026-05-02,31.4,23.6,50
"Veterans Memorial Stadium, Clovis, CA (USA)",2026-05-15,32.6,25.0,33
"Veterans Memorial Stadium, Clovis, CA (USA)",2026-05-16,32.0,23.7,31
"WA Athletics Stadium, Perth (AUS)",2020-02-01,25.8,21.2,52
"WA Athletics Stadium, Perth (AUS)",2020-02-22,27.1,23.0,79
"WA Athletics Stadium, Perth (AUS)",2020-03-07,24.6,21.6,80
"WA Athletics Stadium, Perth (AUS)",2020-12-16,26.5,21.6,53
"WA Athletics Stadium, Perth (AUS)",2021-05-11,25.8,18.6,72
"WA Athletics Stadium, Perth (AUS)",2025-03-01,30.1,24.0,53
"WA Athletics Stadium, Perth (AUS)",2025-04-08,25.2,21.6,77
"WA Athletics Stadium, Perth (AUS)",2025-04-12,25.3,21.7,75
"WA Athletics Stadium, Perth (AUS)",2025-04-13,27.8,22.0,76
"WA Athletics Stadium, Perth (AUS)",2026-02-14,34.8,25.3,60
"Waco, TX (USA)",2018-04-21,22.2,16.6,70
"Waco, TX (USA)",2018-05-11,31.4,25.5,60
"Waco, TX (USA)",2018-05-12,32.7,26.4,61
"Waco, TX (USA)",2018-05-13,32.0,26.5,67
"Waco, TX (USA)",2019-04-20,24.0,15.8,62
Wanda Diamond League Xiamen,2023-09-02,31.1,28.5,78
Wanda Diamond League Xiamen,2024-04-20,29.1,24.6,84
Wanda Diamond League Xiamen,2025-04-26,24.1,19.8,77
Wanda Diamond League Xiamen,2026-05-23,32.9,28.7,80
"Weaver Stadium, Princeton, NJ (USA)",2022-05-14,28.9,23.4,65
"Weaver Stadium, Princeton, NJ (USA)",2024-05-05,25.2,20.6,78
"Weaver Stadium, Princeton, NJ (USA)",2026-05-01,15.2,12.3,59
"Weaver Stadium, Princeton, NJ (USA)",2026-05-02,13.4,9.5,69
"Weaver Stadium, Princeton, NJ (USA)",2026-05-16,27.9,22.8,69
"Weaver Stadium, Princeton, NJ (USA)",2026-05-17,28.9,23.7,73
Weltklasse Zürich,2022-09-08,21.6,17.9,74
Weltklasse Zürich,2023-08-30,18.4,14.7,76
Weltklasse Zürich,2023-08-31,17.3,15.0,80
Weltklasse Zürich,2024-09-04,24.4,20.1,82
Weltklasse Zürich,2024-09-05,23.2,18.7,88
Weltklasse Zürich,2025-08-27,25.3,20.3,83
Weltklasse Zürich,2025-08-28,18.6,17.6,93
"Werferzentrum Brandberge, Halle (GER)",2020-07-03,22.6,19.0,64
"Werferzentrum Brandberge, Halle (GER)",2020-07-15,18.1,15.9,81
"Werferzentrum Brandberge, Halle (GER)",2020-08-15,25.4,21.8,81
"Werferzentrum Brandberge, Halle (GER)",2021-05-15,16.4,12.3,71
"Werferzentrum Brandberge, Halle (GER)",2021-06-25,20.7,17.5,83
"Werferzentrum Brandberge, Halle (GER)",2022-05-21,18.1,15.2,65
"Werferzentrum Brandberge, Halle (GER)",2022-05-22,19.2,15.3,65
"Werferzentrum Brandberge, Halle (GER)",2023-02-25,3.1,1.4,82
"Werferzentrum Brandberge, Halle (GER)",2023-05-20,21.3,15.9,68
"Werferzentrum Brandberge, Halle (GER)",2023-05-21,26.4,19.8,66
"Werferzentrum Brandberge, Halle (GER)",2024-02-24,9.4,4.7,75
"Werferzentrum Brandberge, Halle (GER)",2024-02-25,10.2,4.5,75
"Werferzentrum Brandberge, Halle (GER)",2024-05-25,21.7,17.3,77
"Werferzentrum Brandberge, Halle (GER)",2025-02-15,1.7,-1.1,76
"Werferzentrum Brandberge, Halle (GER)",2025-02-16,1.3,-2.3,74
"Werferzentrum Brandberge, Halle (GER)",2025-05-23,13.7,9.6,61
"Werferzentrum Brandberge, Halle (GER)",2025-05-24,18.1,12.7,53
"Werferzentrum Brandberge, Halle (GER)",2026-05-16,12.9,9.0,73
"Werferzentrum Brandberge, Halle (GER)",2026-05-17,15.8,11.2,68
"Wieslaw Maniak Municipal Athletic Stadium, Szczecin (POL)",2018-08-15,23.7,20.0,70
"Wieslaw Maniak Municipal Athletic Stadium, Szczecin (POL)",2019-08-15,23.0,17.7,59
"Wieslaw Maniak Municipal Athletic Stadium, Szczecin (POL)",2020-08-16,29.3,23.7,49
"Wieslaw Maniak Municipal Athletic Stadium, Szczecin (POL)",2021-08-15,24.8,19.8,66
"Wieslaw Maniak Municipal Athletic Stadium, Szczecin (POL)",2022-08-24,24.5,20.7,85
"Wieslaw Maniak Municipal Athletic Stadium, Szczecin (POL)",2023-09-06,26.7,20.2,79
"Wieslaw Maniak Municipal Athletic Stadium, Szczecin (POL)",2024-08-28,27.8,22.2,61
"Wieslaw Maniak Municipal Athletic Stadium, Szczecin (POL)",2025-08-06,19.7,16.0,72
Xi'an (CHN),2021-04-27,22.0,14.2,78
Xi'an (CHN),2021-04-28,22.4,16.2,48
Xi'an (CHN),2021-09-20,27.0,20.7,67
Xi'an (CHN),2021-09-21,29.0,21.8,70
Xi'an (CHN),2021-09-22,27.8,22.4,80
Xi'an (CHN),2021-09-23,21.0,18.8,95
Xi'an (CHN),2021-09-25,23.2,19.8,92
Xi'an (CHN),2024-06-08,25.0,21.0,67
Xi'an (CHN),2025-05-17,29.5,24.4,20
Yamaguchi (JPN),2018-06-22,28.1,22.4,76
Yamaguchi (JPN),2018-06-23,23.3,19.3,90
Yamaguchi (JPN),2018-06-24,27.5,22.3,77
"Yanmar Stadium Nagai, Osaka (JPN)",2018-05-20,22.2,17.7,68
"Yanmar Stadium Nagai, Osaka (JPN)",2019-05-19,26.3,21.9,56
"Yanmar Stadium Nagai, Osaka (JPN)",2019-09-21,25.2,22.9,79
"Yanmar Stadium Nagai, Osaka (JPN)",2019-09-22,28.3,26.3,77
"Yanmar Stadium Nagai, Osaka (JPN)",2020-07-23,27.7,25.6,83
"Yanmar Stadium Nagai, Osaka (JPN)",2020-09-26,25.6,22.4,81
"Yanmar Stadium Nagai, Osaka (JPN)",2020-10-24,18.5,14.1,64
"Yanmar Stadium Nagai, Osaka (JPN)",2020-12-04,13.9,7.7,74
"Yanmar Stadium Nagai, Osaka (JPN)",2021-05-15,24.8,21.2,82
"Yanmar Stadium Nagai, Osaka (JPN)",2021-06-01,27.2,21.6,73
"Yanmar Stadium Nagai, Osaka (JPN)",2021-06-24,27.6,23.5,81
"Yanmar Stadium Nagai, Osaka (JPN)",2021-06-25,28.1,23.3,83
"Yanmar Stadium Nagai, Osaka (JPN)",2021-06-26,25.4,23.0,83
"Yanmar Stadium Nagai, Osaka (JPN)",2021-06-27,25.4,23.2,81
"Yanmar Stadium Nagai, Osaka (JPN)",2021-09-24,26.5,22.4,77
"Yanmar Stadium Nagai, Osaka (JPN)",2021-09-25,28.3,24.1,78
"Yanmar Stadium Nagai, Osaka (JPN)",2021-09-26,22.7,20.6,80
"Yanmar Stadium Nagai, Osaka (JPN)",2022-05-01,18.2,13.1,81
"Yanmar Stadium Nagai, Osaka (JPN)",2022-06-09,26.6,21.7,76
"Yanmar Stadium Nagai, Osaka (JPN)",2022-06-11,24.9,21.7,76
"Yanmar Stadium Nagai, Osaka (JPN)",2022-06-12,26.0,20.4,66
"Yanmar Stadium Nagai, Osaka (JPN)",2023-05-06,25.0,22.0,79
"Yanmar Stadium Nagai, Osaka (JPN)",2023-05-07,21.0,17.6,86
"Yanmar Stadium Nagai, Osaka (JPN)",2023-05-26,23.4,20.3,77
"Yanmar Stadium Nagai, Osaka (JPN)",2023-05-27,24.3,20.4,79
"Yanmar Stadium Nagai, Osaka (JPN)",2023-06-01,26.6,22.5,83
"Yanmar Stadium Nagai, Osaka (JPN)",2023-06-02,21.6,20.6,90
"Yanmar Stadium Nagai, Osaka (JPN)",2023-06-03,24.6,18.9,73
"Yanmar Stadium Nagai, Osaka (JPN)",2023-06-04,23.3,20.2,74
"Yanmar Stadium Nagai, Osaka (JPN)",2023-12-07,15.7,7.9,71
"Yanmar Stadium Nagai, Osaka (JPN)",2024-05-12,24.9,20.7,78
"Yanmar Stadium Nagai, Osaka (JPN)",2025-05-11,20.3,17.0,76
"Yanmar Stadium Nagai, Osaka (JPN)",2025-06-07,28.0,23.2,70
"Yanmar Stadium Nagai, Osaka (JPN)",2026-05-10,23.5,18.2,50
